PassengerId,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,title,Survived
447,2,0,13,0,1,7,19.5,128,2,8,1
448,1,1,34,0,0,6,26.55,141,2,11,1
449,3,0,5,2,1,7,19.2583,86,0,8,1
450,1,1,52,0,0,6,30.5,50,2,6,1
451,2,1,36,1,2,5,27.75,47,2,11,0
452,3,1,28,1,0,7,19.9667,80,2,11,0
453,1,1,30,0,0,6,27.75,53,0,11,0
454,1,1,49,1,0,6,89.1042,86,0,11,1
455,3,1,22,0,0,2,8.05,19,2,11,0
456,3,1,29,0,0,7,7.8958,141,0,11,1
457,1,1,65,0,0,7,26.55,126,2,11,0
458,1,0,35,1,0,6,51.8625,97,2,12,1
459,2,0,50,0,0,6,10.5,123,2,8,1
460,3,1,40,0,0,7,7.75,62,1,11,0
461,1,1,48,0,0,6,26.55,117,2,11,1
462,3,1,34,0,0,7,8.05,102,2,11,0
463,1,1,47,0,0,6,38.5,133,2,11,0
464,2,1,48,0,0,7,13.0,58,2,11,0
465,3,1,21,0,0,4,8.05,98,2,11,0
466,3,1,38,0,0,8,7.05,61,2,11,0
467,2,1,19,0,0,7,0.0,19,2,11,0
468,1,1,56,0,0,6,26.55,71,2,11,0
469,3,1,29,0,0,7,7.725,20,1,11,0
470,3,0,0,2,1,7,19.2583,21,0,8,1
471,3,1,21,0,0,6,7.25,34,2,11,0
472,3,1,38,0,0,7,8.6625,58,2,11,0
473,2,0,33,1,2,5,27.75,63,2,12,1
474,2,0,23,0,0,8,13.7917,90,0,12,1
475,3,0,22,0,0,7,9.8375,74,2,8,0
476,1,1,47,0,0,6,52.0,1,2,11,0
477,2,1,34,1,0,6,21.0,62,2,11,0
478,3,1,29,1,0,8,7.0458,90,2,11,0
479,3,1,22,0,0,7,7.5208,75,2,11,0
480,3,0,2,0,1,7,12.2875,145,2,8,1
481,3,1,9,5,2,4,46.9,128,2,7,0
482,2,1,19,0,0,7,0.0,141,2,11,0
483,3,1,50,0,0,5,8.05,90,2,11,0
484,3,0,63,0,0,7,9.5875,101,2,12,1
485,1,1,25,1,0,6,91.0792,31,0,11,1
486,3,0,2,3,1,7,25.4667,24,2,8,0
487,1,0,35,1,0,7,90.0,87,2,12,1
488,1,1,58,0,0,5,29.7,25,0,11,0
489,3,1,30,0,0,4,8.05,56,2,11,0
490,3,1,9,1,1,4,15.9,61,2,7,1
491,3,1,28,1,0,7,19.9667,103,2,11,0
492,3,1,21,0,0,7,7.25,24,2,11,0
493,1,1,55,0,0,6,30.5,64,2,11,0
494,1,1,71,0,0,5,49.5042,145,0,11,0
495,3,1,21,0,0,6,8.05,94,2,11,0
496,3,1,36,0,0,6,14.4583,121,0,11,0
497,1,0,54,1,0,7,78.2667,96,0,8,1
498,3,1,30,0,0,5,15.1,57,2,11,0
499,1,0,25,1,2,6,151.55,62,2,12,0
500,3,1,24,0,0,7,7.7958,57,2,11,0
501,3,1,17,0,0,7,8.6625,118,2,11,0
502,3,0,21,0,0,8,7.75,141,1,8,0
503,3,0,30,0,0,8,7.6292,21,1,8,0
504,3,0,37,0,0,7,9.5875,98,2,8,0
505,1,0,16,0,0,5,86.5,42,2,8,1
506,1,1,18,1,0,5,108.9,74,0,11,0
507,2,0,33,0,2,7,26.0,80,2,12,1
508,1,1,27,0,0,6,26.55,35,2,11,1
509,3,1,28,0,0,6,22.525,144,2,11,0
510,3,1,26,0,0,6,56.4958,78,2,11,1
511,3,1,29,0,0,6,7.75,19,1,11,1
512,3,1,26,0,0,7,8.05,20,2,11,0
513,1,1,36,0,0,5,26.2875,121,2,11,1
514,1,0,54,1,0,5,59.4,96,0,12,1
515,3,1,24,0,0,7,7.4958,142,2,11,0
516,1,1,47,0,0,7,34.0208,106,2,11,0
517,2,0,34,0,0,6,10.5,142,2,12,1
518,3,1,30,0,0,5,24.15,71,1,11,0
519,2,0,36,1,0,6,26.0,86,2,12,1
520,3,1,32,0,0,7,7.8958,141,2,11,0
521,1,0,30,0,0,6,93.5,39,2,8,1
522,3,1,22,0,0,6,7.8958,31,2,11,0
523,3,1,22,0,0,7,7.225,98,0,11,0
524,1,0,44,0,1,6,57.9792,17,0,12,1
525,3,1,28,0,0,6,7.2292,120,0,11,0
526,3,1,40,0,0,7,7.75,63,1,11,0
527,2,0,50,0,0,6,10.5,134,2,8,1
528,1,1,22,0,0,5,221.7792,88,2,11,0
529,3,1,39,0,0,7,7.925,128,2,11,0
530,2,1,23,2,1,6,11.5,56,2,11,0
531,2,0,2,1,1,7,26.0,74,2,8,1
532,3,1,28,0,0,6,7.2292,101,0,11,0
533,3,1,17,1,1,7,7.2292,80,0,11,0
534,3,0,29,0,2,7,22.3583,20,0,12,1
535,3,0,30,0,0,7,8.6625,47,2,8,0
536,2,0,7,0,2,6,26.25,78,2,8,1
537,1,1,45,0,0,6,26.55,26,2,6,0
538,1,0,30,0,0,5,106.425,101,0,8,1
539,3,1,19,0,0,8,14.5,103,2,11,0
540,1,0,22,0,2,7,49.5,27,0,8,1
541,1,0,36,0,2,6,71.0,20,2,8,1
542,3,0,9,4,2,7,31.275,90,2,8,0
543,3,0,11,4,2,7,31.275,71,2,8,0
544,2,1,32,1,0,7,26.0,63,2,11,1
545,1,1,50,1,0,5,106.425,82,0,11,0
546,1,1,64,0,0,8,26.0,34,2,11,0
547,2,0,19,1,0,7,26.0,90,2,12,1
548,2,1,28,0,0,6,13.8625,47,0,11,1
549,3,1,33,1,1,6,20.525,80,2,11,0
550,2,1,8,1,1,4,36.75,123,2,7,1
551,1,1,17,0,2,6,110.8833,77,0,11,1
552,2,1,27,0,0,7,26.0,103,2,11,0
553,3,1,40,0,0,7,7.8292,96,1,11,0
554,3,1,22,0,0,7,7.225,80,0,11,1
555,3,0,22,0,0,7,7.775,63,2,8,1
556,1,1,62,0,0,6,26.55,96,2,11,0
557,1,0,48,1,0,5,39.6,2,0,5,1
558,1,1,24,0,0,5,227.525,24,0,11,0
559,1,0,39,1,1,6,79.65,134,2,12,1
560,3,0,36,1,0,6,17.4,90,2,12,1
561,3,1,40,0,0,7,7.75,87,1,11,0
562,3,1,40,0,0,6,7.8958,123,2,11,0
563,2,1,28,0,0,6,13.5,145,2,11,0
564,3,1,30,0,0,9,8.05,21,2,11,0
565,3,0,30,0,0,9,8.05,57,2,8,0
566,3,1,24,2,0,4,24.15,24,2,11,0
567,3,1,19,0,0,7,7.8958,141,2,11,0
568,3,0,29,0,4,8,21.075,86,2,12,0
569,3,1,30,0,0,7,7.2292,56,0,11,0
570,3,1,32,0,0,5,7.8542,61,2,11,1
571,2,1,62,0,0,6,10.5,141,2,11,1
572,1,0,53,2,0,5,51.4792,48,2,12,1
573,1,1,36,0,0,5,26.3875,121,2,11,1
574,3,0,16,0,0,6,7.75,75,1,8,1
575,3,1,16,0,0,5,8.05,34,2,11,0
576,3,1,19,0,0,7,14.5,102,2,11,0
577,2,0,34,0,0,7,13.0,63,2,8,1
578,1,0,39,1,0,6,55.9,128,2,12,1
579,3,0,27,1,0,7,14.4583,87,0,12,0
580,3,1,32,0,0,6,7.925,80,2,11,1
581,2,0,25,1,1,6,30.0,80,2,8,1
582,1,0,39,1,1,6,110.8833,75,0,12,1
583,2,1,54,0,0,7,26.0,140,2,11,0
584,1,1,36,0,0,7,40.125,0,0,11,0
585,3,1,35,0,0,6,8.7125,62,0,11,0
586,1,0,18,0,2,6,79.65,135,2,8,1
587,2,1,47,0,0,6,15.0,24,2,11,0
588,1,1,60,1,1,6,79.2,29,0,11,1
589,3,1,22,0,0,7,8.05,62,2,11,0
590,3,1,43,0,0,5,8.05,118,2,11,0
591,3,1,35,0,0,6,7.125,116,2,11,0
592,1,0,52,1,0,7,78.2667,96,0,12,1
593,3,1,47,0,0,5,7.25,61,2,11,0
594,3,0,22,0,2,8,7.75,74,1,8,0
595,2,1,37,1,0,5,26.0,35,2,11,0
596,3,1,36,1,1,6,24.15,116,2,11,0
597,2,0,36,0,0,6,33.0,144,2,8,1
598,3,1,49,0,0,8,0.0,141,2,11,0
599,3,1,19,0,0,7,7.225,140,0,11,0
600,1,1,49,1,0,5,56.9292,4,0,15,1
601,2,0,24,2,1,7,27.0,40,2,12,1
602,3,1,32,0,0,6,7.8958,120,2,11,0
603,1,1,47,0,0,6,42.4,134,2,11,0
604,3,1,44,0,0,5,8.05,62,2,11,0
605,1,1,35,0,0,6,26.55,90,0,11,1
606,3,1,36,1,0,7,15.55,144,2,11,0
607,3,1,30,0,0,7,7.8958,62,2,11,0
608,1,1,27,0,0,6,30.5,21,2,11,1
609,2,0,22,1,2,6,41.5792,96,0,12,1
610,1,0,40,0,0,5,153.4625,57,2,8,1
611,3,0,39,1,5,7,31.275,144,2,12,0
612,3,1,49,0,0,8,7.05,140,2,11,0
613,3,0,5,1,0,7,15.5,96,1,8,1
614,3,1,19,0,0,7,7.75,144,1,11,0
615,3,1,35,0,0,6,8.05,31,2,11,0
616,2,0,24,1,2,7,65.0,120,2,8,1
617,3,1,34,1,1,7,14.4,74,2,11,0
618,3,0,26,1,0,5,16.1,71,2,12,0
619,2,0,4,2,1,6,39.0,144,2,8,1
620,2,1,26,0,0,7,10.5,123,2,11,0
621,3,1,27,1,0,7,14.4542,90,0,11,0
622,1,1,42,1,0,5,52.5542,95,2,11,1
623,3,1,20,1,1,7,15.7417,121,0,11,1
624,3,1,21,0,0,7,7.8542,90,2,11,0
625,3,1,21,0,0,7,16.1,102,2,11,0
626,1,1,61,0,0,8,32.3208,110,2,11,0
627,2,1,57,0,0,6,12.35,116,1,14,0
628,1,0,21,0,0,6,77.9583,114,2,8,1
629,3,1,26,0,0,7,7.8958,20,2,11,0
630,3,1,19,0,0,7,7.7333,137,1,11,0
631,1,1,80,0,0,6,30.0,5,2,11,1
632,3,1,51,0,0,7,7.0542,35,2,11,0
633,1,1,32,0,0,6,30.5,33,0,3,1
634,1,1,39,0,0,6,0.0,24,2,11,0
635,3,0,9,3,2,7,27.9,145,2,8,0
636,2,0,28,0,0,6,13.0,40,2,8,1
637,3,1,32,0,0,6,7.925,128,2,11,0
638,2,1,31,1,1,4,26.25,74,2,11,0
639,3,0,41,0,5,7,39.6875,96,2,12,0
640,3,1,28,1,0,7,16.1,134,2,11,0
641,3,1,20,0,0,7,7.8542,55,2,11,0
642,1,0,24,0,0,5,69.3,24,0,9,1
643,3,0,2,3,2,7,27.9,55,2,8,0
644,3,1,26,0,0,6,56.4958,90,2,11,1
645,3,0,0,2,1,7,19.2583,98,0,8,1
646,1,1,48,1,0,5,76.7292,101,0,11,1
647,3,1,19,0,0,6,7.8958,94,2,11,0
648,1,1,56,0,0,6,35.5,7,0,1,1
649,3,1,32,0,0,6,7.55,71,2,11,0
650,3,0,23,0,0,4,7.55,63,2,8,1
651,3,1,19,0,0,6,7.8958,118,2,11,0
652,2,0,18,0,1,5,23.0,75,2,8,1
653,3,1,21,0,0,7,8.4333,56,2,11,0
654,3,0,30,0,0,7,7.8292,63,1,8,1
655,3,0,18,0,0,6,6.75,36,1,8,0
656,2,1,24,2,0,6,73.5,24,2,11,0
657,3,1,20,0,0,7,7.8958,57,2,11,0
658,3,0,32,1,1,8,15.5,75,1,12,0
659,2,1,23,0,0,6,13.0,32,2,11,0
660,1,1,58,0,2,5,113.275,108,0,11,0
661,1,1,50,2,0,5,133.65,116,2,3,1
662,3,1,40,0,0,7,7.225,24,0,11,0
663,1,1,47,0,0,5,25.5875,132,2,11,0
664,3,1,36,0,0,6,7.4958,142,2,11,0
665,3,1,20,1,0,6,7.925,128,2,11,1
666,2,1,32,2,0,6,73.5,61,2,11,0
667,2,1,25,0,0,7,13.0,118,2,11,0
668,3,1,18,0,0,7,7.775,62,2,11,0
669,3,1,43,0,0,5,8.05,90,2,11,0
670,1,0,48,1,0,7,52.0,58,2,12,1
671,2,0,40,1,1,6,39.0,94,2,12,1
672,1,1,31,1,0,5,52.0,38,2,11,0
673,2,1,70,0,0,5,10.5,78,2,11,0
674,2,1,31,0,0,6,13.0,145,2,11,1
675,2,1,19,0,0,7,0.0,140,2,11,0
676,3,1,18,0,0,7,7.775,61,2,11,0
677,3,1,24,0,0,7,8.05,145,2,11,0
678,3,0,18,0,0,7,9.8417,116,2,8,1
679,3,0,43,1,6,4,46.9,57,2,12,0
680,1,1,36,0,1,5,512.3292,34,0,11,1
681,3,0,30,0,0,8,8.1375,35,1,8,0
682,1,1,27,0,0,5,76.7292,109,0,11,1
683,3,1,20,0,0,7,9.225,120,2,11,0
684,3,1,14,5,2,4,46.9,121,2,11,0
685,2,1,60,1,1,6,39.0,62,2,11,0
686,2,1,25,1,2,6,41.5792,90,0,11,0
687,3,1,14,4,1,7,39.6875,58,2,11,0
688,3,1,19,0,0,7,10.1708,141,2,11,0
689,3,1,18,0,0,7,7.7958,71,2,11,0
690,1,0,15,0,1,6,211.3375,32,2,8,1
691,1,1,31,1,0,6,57.0,19,2,11,1
692,3,0,4,0,1,7,13.4167,32,0,8,1
693,3,1,32,0,0,6,56.4958,90,2,11,1
694,3,1,25,0,0,6,7.225,78,0,11,0
695,1,1,60,0,0,6,26.55,34,2,1,0
696,2,1,52,0,0,6,13.5,55,2,11,0
697,3,1,44,0,0,6,8.05,96,2,11,0
698,3,0,16,0,0,6,7.7333,116,1,8,1
699,1,1,49,1,1,6,110.8833,75,0,11,0
700,3,1,42,0,0,6,7.65,139,2,11,0
701,1,0,18,1,0,5,227.525,73,0,12,1
702,1,1,35,0,0,5,26.2875,120,2,11,1
703,3,0,18,0,1,6,14.4542,31,0,8,0
704,3,1,25,0,0,8,7.7417,102,1,11,0
705,3,1,26,1,0,7,7.8542,55,2,11,0
706,2,1,39,0,0,7,26.0,140,2,11,0
707,2,0,45,0,0,7,13.5,137,2,12,1
708,1,1,42,0,0,5,26.2875,120,2,11,1
709,1,0,22,0,0,6,151.55,120,2,8,1
710,3,1,9,1,1,6,15.2458,80,0,7,1
711,1,0,24,0,0,5,49.5042,84,0,9,1
712,1,1,62,0,0,6,26.55,56,2,11,0
713,1,1,48,1,0,7,52.0,58,2,11,1
714,3,1,29,0,0,7,9.4833,102,2,11,0
715,2,1,52,0,0,6,13.0,57,2,11,0
716,3,1,19,0,0,7,7.65,140,2,11,0
717,1,0,38,0,0,5,227.525,66,0,8,1
718,2,0,27,0,0,6,10.5,116,2,8,1
719,3,1,29,0,0,7,15.5,86,1,11,0
720,3,1,33,0,0,7,7.775,56,2,11,0
721,2,0,6,0,1,6,33.0,123,2,8,1
722,3,1,17,1,0,7,7.0542,144,2,11,0
723,2,1,34,0,0,7,13.0,47,2,11,0
724,2,1,50,0,0,7,13.0,120,2,11,0
725,1,1,27,1,0,6,53.1,137,2,11,1
726,3,1,20,0,0,7,8.6625,71,2,11,0
727,2,0,30,3,0,6,21.0,141,2,12,1
728,3,0,16,0,0,8,7.7375,134,1,8,1
729,2,1,25,1,0,7,26.0,56,2,11,0
730,3,0,25,1,0,6,7.925,118,2,8,0
731,1,0,29,0,0,6,211.3375,32,2,8,1
732,3,1,11,0,0,7,18.7875,17,0,11,0
733,2,1,33,0,0,7,0.0,17,2,11,0
734,2,1,23,0,0,7,13.0,31,2,11,0
735,2,1,23,0,0,7,13.0,123,2,11,0
736,3,1,28,0,0,7,16.1,31,2,11,0
737,3,0,48,1,3,7,34.375,134,2,12,0
738,1,1,35,0,0,5,512.3292,15,0,11,1
739,3,1,19,0,0,6,7.8958,55,2,11,0
740,3,1,32,0,0,6,7.8958,62,2,11,0
741,1,1,48,0,0,7,30.0,105,2,11,1
742,1,1,36,1,0,7,78.85,67,2,11,0
743,1,0,21,2,2,5,262.375,35,0,8,1
744,3,1,24,1,0,7,16.1,103,2,11,0
745,3,1,31,0,0,6,7.925,120,2,11,1
746,1,1,70,1,1,6,71.0,20,2,0,0
747,3,1,16,1,1,4,20.25,120,2,11,0
748,2,0,30,0,0,7,13.0,24,2,8,1
749,1,1,19,1,0,6,53.1,100,2,11,0
750,3,1,31,0,0,6,7.75,17,1,11,0
751,2,0,4,1,1,6,23.0,141,2,8,1
752,3,1,6,0,1,7,12.475,118,2,7,1
753,3,1,33,0,0,6,9.5,94,2,11,0
754,3,1,23,0,0,7,7.8958,78,2,11,0
755,2,0,48,1,2,7,65.0,142,2,12,1
756,2,1,0,1,1,7,14.5,56,2,7,1
757,3,1,28,0,0,7,7.7958,140,2,11,0
758,2,1,18,0,0,6,11.5,101,2,11,0
759,3,1,34,0,0,7,8.05,21,2,11,0
760,1,0,33,0,0,5,86.5,40,2,16,1
761,3,1,20,0,0,7,14.5,134,2,11,0
762,3,1,41,0,0,7,7.125,96,2,11,0
763,3,1,20,0,0,7,7.2292,62,0,11,1
764,1,0,36,1,2,6,120.0,47,2,12,1
765,3,1,16,0,0,7,7.775,145,2,11,0
766,1,0,51,1,0,6,77.9583,92,2,12,1
767,1,1,60,0,0,6,39.6,86,0,3,0
768,3,0,30,0,0,7,7.75,56,1,8,0
769,3,1,24,1,0,5,24.15,75,1,11,0
770,3,1,32,0,0,6,8.3625,71,2,11,0
771,3,1,24,0,0,6,9.5,35,2,11,0
772,3,1,48,0,0,6,7.8542,134,2,11,0
773,2,0,57,0,0,7,10.5,136,2,12,0
774,3,1,25,0,0,6,7.225,57,0,11,0
775,2,0,54,1,3,6,23.0,71,2,12,1
776,3,1,18,0,0,7,7.75,57,2,11,0
777,3,1,36,0,0,6,7.75,143,1,11,0
778,3,0,5,0,0,6,12.475,74,2,8,1
779,3,1,25,0,0,7,7.7375,116,1,11,0
780,1,0,43,0,1,6,211.3375,22,2,12,1
781,3,0,13,0,0,6,7.2292,142,0,8,1
782,1,0,17,1,0,6,57.0,19,2,12,1
783,1,1,29,0,0,6,30.0,112,2,11,0
784,3,1,16,1,2,6,23.45,19,2,11,0
785,3,1,25,0,0,7,7.05,80,2,11,0
786,3,1,25,0,0,7,7.25,80,2,11,0
787,3,0,18,0,0,7,7.4958,57,2,8,1
788,3,1,8,4,1,6,29.125,34,1,7,0
789,3,1,1,1,2,4,20.575,24,2,7,1
790,1,1,46,0,0,5,79.2,44,0,11,0
791,3,1,18,0,0,7,7.75,62,1,11,0
792,2,1,16,0,0,7,26.0,63,2,11,0
793,3,0,16,8,2,5,69.55,62,2,8,0
794,1,1,46,0,0,5,30.6958,103,0,11,0
795,3,1,25,0,0,7,7.8958,118,2,11,0
796,2,1,39,0,0,6,13.0,56,2,11,0
797,1,0,49,0,0,6,25.9292,94,2,3,1
798,3,0,31,0,0,7,8.6833,87,2,12,1
799,3,1,30,0,0,7,7.2292,58,0,11,0
800,3,0,30,1,1,6,24.15,96,2,12,0
801,2,1,34,0,0,6,13.0,75,2,11,0
802,2,0,31,1,1,4,26.25,36,2,12,1
803,1,1,11,1,2,6,120.0,47,2,7,1
804,3,1,0,0,1,7,8.5167,90,0,7,1
805,3,1,27,0,0,7,6.975,141,2,11,1
806,3,1,31,0,0,7,7.775,74,2,11,0
807,1,1,39,0,0,6,0.0,11,2,11,0
808,3,0,18,0,0,7,7.775,118,2,8,0
809,2,1,39,0,0,6,13.0,80,2,11,0
810,1,0,33,1,0,6,53.1,137,2,12,1
811,3,1,26,0,0,7,7.8875,47,2,11,0
812,3,1,39,0,0,4,24.15,116,2,11,0
813,2,1,35,0,0,7,10.5,35,2,11,0
814,3,0,6,4,2,7,31.275,75,2,8,0
815,3,1,30,0,0,8,8.05,21,2,11,0
816,1,1,39,0,0,6,0.0,16,2,11,0
817,3,0,23,0,0,7,7.925,121,2,8,0
818,2,1,31,1,1,6,37.0042,141,0,11,0
819,3,1,43,0,0,6,6.45,62,2,11,0
820,3,1,10,3,2,7,27.9,62,2,7,0
821,1,0,52,1,1,6,93.5,37,2,12,1
822,3,1,27,0,0,7,8.6625,87,2,11,1
823,1,1,38,0,0,7,0.0,58,2,4,0
824,3,0,27,0,1,7,12.475,118,2,12,1
825,3,1,2,4,1,7,39.6875,62,2,7,0
826,3,1,32,0,0,7,6.95,34,1,11,0
827,3,1,32,0,0,6,56.4958,87,2,11,0
828,2,1,1,0,2,6,37.0042,103,0,7,1
829,3,1,27,0,0,7,7.75,87,1,11,1
830,1,0,62,0,0,6,80.0,21,2,12,1
831,3,0,15,1,0,7,14.4542,31,0,12,1
832,2,1,0,1,1,6,18.75,56,2,7,1
833,3,1,25,0,0,5,7.2292,145,0,11,0
834,3,1,23,0,0,7,7.8542,123,2,11,0
835,3,1,18,0,0,7,8.3,86,2,11,0
836,1,0,39,1,1,5,83.1583,130,0,8,1
837,3,1,21,0,0,6,8.6625,58,2,11,0
838,3,1,34,0,0,7,8.05,21,2,11,0
839,3,1,32,0,0,6,56.4958,78,2,11,1
840,1,1,26,0,0,5,29.7,68,0,11,1
841,3,1,20,0,0,7,7.925,62,2,11,0
842,2,1,16,0,0,7,10.5,56,2,11,0
843,1,0,30,0,0,6,31.0,71,0,8,1
844,3,1,34,0,0,7,6.4375,101,0,11,0
845,3,1,17,0,0,7,8.6625,94,2,11,0
846,3,1,42,0,0,5,7.55,80,2,11,0
847,3,1,14,8,2,5,69.55,141,2,11,0
848,3,1,35,0,0,6,7.8958,86,0,11,0
849,2,1,28,0,1,6,33.0,137,2,14,0
850,1,0,52,1,0,6,89.1042,86,0,12,1
851,3,1,4,4,2,7,31.275,94,2,7,0
852,3,1,74,0,0,7,7.775,94,2,11,0
853,3,0,9,1,1,6,15.2458,63,0,8,0
854,1,0,16,0,1,5,39.4,99,2,8,1
855,2,0,44,1,0,6,26.0,142,2,12,0
856,3,0,18,0,1,6,9.35,128,2,12,1
857,1,0,45,1,1,7,164.8667,87,2,12,1
858,1,1,51,0,0,6,26.55,119,2,11,1
859,3,0,24,0,3,7,19.2583,87,0,12,1
860,3,1,30,0,0,7,7.2292,56,0,11,0
861,3,1,41,2,0,7,14.1083,34,2,11,0
862,2,1,21,1,0,6,11.5,62,2,11,0
863,1,0,48,0,0,6,25.9292,94,2,12,1
864,3,0,16,8,2,5,69.55,34,2,8,0
865,2,1,24,0,0,7,13.0,57,2,11,0
866,2,0,42,0,0,6,13.0,102,2,12,1
867,2,0,27,1,0,6,13.8583,58,0,8,1
868,1,1,31,0,0,5,50.4958,6,2,11,0
869,3,1,33,0,0,6,9.5,141,2,11,0
870,3,1,4,1,1,7,11.1333,20,2,7,1
871,3,1,26,0,0,7,7.8958,40,2,11,0
872,1,0,47,1,1,5,52.5542,102,2,12,1
873,1,1,33,0,0,7,5.0,34,2,11,0
874,3,1,47,0,0,6,9.0,90,2,11,0
875,2,0,28,1,0,6,24.0,36,0,12,1
876,3,0,15,0,0,6,7.225,116,0,8,1
877,3,1,20,0,0,7,9.8458,141,2,11,0
878,3,1,19,0,0,6,7.8958,87,2,11,0
879,3,1,19,0,0,5,7.8958,63,2,11,0
880,1,0,56,0,1,5,83.1583,70,0,12,1
881,2,0,25,0,1,7,26.0,58,2,12,1
882,3,1,33,0,0,6,7.8958,144,2,11,0
883,3,0,22,0,0,6,10.5167,86,2,8,0
884,2,1,28,0,0,8,10.5,63,2,11,0
885,3,1,25,0,0,9,7.05,19,2,11,0
886,3,0,39,0,5,6,29.125,62,1,12,0
887,2,1,27,0,0,5,13.0,58,2,14,0
888,1,0,19,0,0,6,30.0,30,2,8,1
889,3,0,9,1,2,6,23.45,96,2,8,0
890,1,1,26,0,0,6,30.0,60,0,11,1
891,3,1,32,0,0,7,7.75,47,1,11,0
